"ANTH 24312.  Body & Soul: The Anthropology of Religion, Health, & Healing. "
"ANTH 24315.  Culture, Mental Health, and Psychiatry. "
ANTH 24316.  Thinking Psychoanalytically: From the Sciences to the Arts. 
ANTH 24320.  Cultural Psychology. 
ANTH 24330.  Medical Anthropology. 
"ANTH 24345.  Anthropology and 'The Good Life':  Ethics, Morality, Well-Being. "
ANTH 24350.  Historical Epistemology & Contemporary Biomedicine. 
ANTH 24351.  Philosophies of Praxis and Conjuncture. 
ANTH 24355.  Experiencing Madness: Empathic Methods in Cultural Psychiatry. 
ANTH 24510.  Anthropology Of Museums-1. 
ANTH 24511.  Anthropology Of Museum-2. 
ANTH 24520.  Temple or Forum: Designing the Obama Presidential Center. 
ANTH 24810.  Atmospherics. 
ANTH 25100.  Anthropology of the Body. 
ANTH 25117.  About Nature:  From Science to Sense. 
ANTH 25118.  Earthbound Metaphysics: Speculations on Earths and Heavens. 
ANTH 25148.  Israel in Film and Ethnography. 
ANTH 25150.  Anthropology of Israel. 
ANTH 25200.  Approaches to Gender in Anthropology. 
"ANTH 25207.  Gender, Sexuality, & Religion. "
ANTH 25209.  Morality across the Life Course. 
"ANTH 25255.  Borders, (Im)mobilities and Human Rights. "
ANTH 25305.  Anthropology of Food and Cuisine. 
ANTH 25401.  Consumption. 
ANTH 25411.  California: Utopia/Dystopia. 
ANTH 25905.  Introduction to the Musical Folklore of Central Asia. 
ANTH 25906.  Shamans and Oral Poets of Central Asia. 
ANTH 25908.  Balkan Folklore. 
ANTH 25975.  AdvRdgs: Anthropology of the Modern Subject. 
ANTH 26100.  Ancient Celtic Societies. 
ANTH 26710.  Ancient Landscapes I. 
ANTH 26711.  Ancient Landscapes II. 
ANTH 26760.  Archaeology of Bronze Age China. 
"ANTH 26765.  Archaeology of Anyang:  Bronzes, Inscriptions, and World Heritage. "
ANTH 26900.  Archaeological Data Sets. 
"ANTH 27116.  Language and Migration: Individual, Social and Institutional Perspectives. "
ANTH 27305.  Pornography and Language. 
ANTH 27400.  Language/Power/Identity in South East Europe. 
ANTH 27430.  Linguistic Politics:  Language Revitalization. 
ANTH 27601.  Populism and Its Discontents. 
"ANTH 27605.  Language, Culture, and Thought. "
ANTH 27700.  Romani Language and Linguistics. 
ANTH 27902.  Modern Spoken Yucatec Maya-2. 
ANTH 27903.  Modern Spoken Yucatec Maya-3. 
ANTH 28110.  Human Origins: Milestones in Human Evolution and the Fossil Record. 
ANTH 28400.  Bioarchaeology and the Human Skeleton. 
ANTH 29500.  Archaeology Laboratory Practicum. 
ANTH 29601.  Populism and Its Discontents. 
ANTH 29700.  Readings in Anthropology. 
ANTH 29900.  Preparation of Bachelor's Essay. 
ANTH 29910.  Bachelor's Essay Seminar. 
ARTH 10100.  Introduction to Art. 
ARTH 14105.  Introduction to Roman Art and Archaeology. 
ARTH 14107.  Greek Art and Archaeology. 
ARTH 14200.  Introduction to Medieval Art. 
ARTH 14400.  Italian Renaissance Art. 
ARTH 15650.  Art Since 1900. 
ARTH 15780.  Modern Art from the Enlightenment until Today. 
ARTH 15800.  Contemporary Art. 
ARTH 17121.  The Art of Leonardo da Vinci. 
ARTH 17410.  Frank Lloyd Wright in Chicago and Beyond. 
ARTH 17504.  Art in Chicago. 
"ARTH 17613.  Architecture, Power, & Urban Development in Rome: Romulus to Mussolini. "
ARTH 17700.  19th Century French Art in the Art Institute. 
ARTH 17705.  A Curating History: The Documenta Case. 
ARTH 17735.  The Art of Post-Revolutionary Mexico. 
ARTH 18000.  Photography And Film. 
"ARTH 18206.  Drawing, Building, Bulldozer:  Intro to Architecture & Built Env. "
ARTH 20000.  Introduction to Film Analysis. 
ARTH 20612.  Early Christian and Late Ancient Jewish Art. 
ARTH 20700.  Understanding the Built Environment. 
ARTH 21320.  Philippe Parreno's Media Temporalities. 
"ARTH 21410.  Advanced Theories of Sex/Gender: Ideology, Culture, and Sexuality. "
ARTH 21810.  Post-War American Avant-Garde. 
ARTH 22020.  Contemporary Art from Latin America. 
ARTH 22106.  Introduction to the Study of Iconography. 
"ARTH 22302.  Byzantium: Art, Religion, Culture. "
ARTH 22402.  Perspective as a Challenge to Art History. 
ARTH 22405.  Perspective: Rhetoric & Poetic. 
ARTH 23015.  Ornament and Islamic Art. 
ARTH 23700.  The Painted Room in Early Modern Italy and China. 
ARTH 23804.  COSI: Italian Renaissance. 
"ARTH 23807.  Rhoades Seminar: Art, War, & Pageantry in Medieval & Early Modern Europe. "
ARTH 23808.  COSI: Etched & Incised - Renaissance & Baroque Printmaking in Europe & Beyond. 
ARTH 24002.  Advanced Nonfiction Workshop: Writing About the Arts. 
ARTH 24008.  Advanced Nonfiction Workshop: Drawing from Life. 
ARTH 24170.  Research the Chicago Cityscape. 
ARTH 24190.  Imagining Chicago's Common Buildings. 
ARTH 24250.  A Visual History of Latin American Women. 
ARTH 24415.  The Bauhaus at 100. 
ARTH 24416.  Biocentrism: The Concept of Life in German Literature and Art. 
ARTH 24625.  Chinese Art & Material Culture in the Field Museum Collection. 
ARTH 24810.  The Body and Embodiment in Ancient Greek Art. 
ARTH 25115.  Winckelmann: Enlightenment Art Historian and Philosopher. 
ARTH 25202.  Visual Encounters in the Global Renaissance. 
ARTH 25213.  Hermeneutics of the Image. 
ARTH 25300.  Pilgrimage in Antiquity and the Early Christendom. 
ARTH 25500.  Avant-Garde in East Central Europe. 
ARTH 25708.  Imagining Private Life in Early Modern China. 
ARTH 25885.  20th Century American Drama. 
ARTH 25900.  Theories of Media. 
ARTH 26110.  Ways of Curating and Collecting. 
ARTH 26200.  Magic and the Cinema. 
ARTH 26790.  A Curating Case-Study: The Hut. 
ARTH 27301.  Aesthetics: Phil/Photo/Film. 
ARTH 27304.  Photo/Modernism/Esthetic. 
ARTH 27420.  Modernist Architecture on Campus. 
ARTH 27800.  The Material Science of Art (Suzanne Deal Booth Conservation Seminar) 
ARTH 28002.  Islamic Art and Architecture of the Medieval Perso-Turkic Courts. 
ARTH 28405.  The Films of Alfred Hitchcock. 
ARTH 28500.  History of International Cinema I: Silent Era. 
ARTH 28600.  History of International Cinema II: Sound Era to 1960. 
ARTH 28701.  Postcolonialism and Contemporary Art in East Asia. 
"ARTH 28815.  World's Fairs, 1851-1937:  Chicago and Paris. "
ARTH 29410.  Dimensions of Citizenship: The Venice Architecture Biennale 2018. 
ARTH 29412.  The Face in Western Culture from the Mona Lisa to the Selfie. 
"ARTH 29504.  Art, Community, Activism. "
ARTH 29505.  Objects of Japanese History. 
ARTH 29600.  Junior Seminar: Doing Art History. 
ARTH 29700.  Ug Rdg Course: Art History. 
ARTH 29800.  Senior Seminar: Writing Workshop. 
ARTH 29900.  Preparation for the BA Paper. 
"ASTR 12600.  Matter, Energy, Space, and Time. "
ASTR 12610.  Black Holes. 
ASTR 12620.  The Big Bang. 
ASTR 12700.  Stars. 
ASTR 12710.  Galaxies. 
ASTR 12720.  Exoplanets. 
ASTR 13300.  Introduction to Astrophysics. 
ASTR 18000.  The Search for Extraterrestrial Life. 
ASTR 18100.  The Milky Way. 
ASTR 18700.  From Fossils to Fermi's Paradox: Origin and Evolution of Intelligent Life. 
ASTR 20000.  Tutorial in Astronomy and Astrophysics. 
ASTR 21100.  Computational Techniques in Astrophysics. 
ASTR 21200.  Observational Techniques. 
ASTR 23900.  Physics of Galaxies. 
ASTR 24100.  The Physics of Stars. 
ASTR 24300.  Cosmological Physics. 
ASTR 25400.  Radiation Processes in Astrophysics. 
ASTR 28200.  Current Topics in Astrophysics. 
ASTR 28300.  Current Topics in Astrophysics: Instrumentation. 
ASTR 29700.  Participation in Research. 
ASTR 29800.  Undergraduate Research Seminar. 
ASTR 29900.  Honors Thesis. 
BIOS 20151.  Introduction to Quantitative Modeling in Biology (Basic) 
BIOS 20152.  Introduction to Quantitative Modeling in Biology (Advanced) 
BIOS 20153.  Fundamentals of Ecology and Ev. 
BIOS 20170.  Microbial and Human Cell Biology. 
BIOS 20171.  Human Genetics and Developmental Biology. 
BIOS 20172.  Mathematical Modeling for Pre-Med Students. 
BIOS 20173.  Perspectives of Human Physiology. 
BIOS 20175.  Biochemistry and Metabolism. 
BIOS 20186.  Fundamentals of Cell and Molecular Biology. 
BIOS 20187.  Fundamentals of Genetics. 
BIOS 20188.  Fundamentals of Physiology. 
BIOS 20189.  Fundamentals of Developmental Biology. 
BIOS 20190.  Principles of Developmental Biology. 
BIOS 20191.  Integrative Physiology. 
BIOS 20196.  Ecology and Conservation. 
BIOS 20198.  Biodiversity. 
BIOS 20234.  Molecular Biology of the Cell. 
BIOS 20235.  Biological Systems. 
BIOS 20236.  Biological Dynamics. 
BIOS 20242.  Principles of Physiology. 
BIOS 20200.  Introduction to Biochemistry. 
BIOS 21216.  Intro Statistical Genetics. 
BIOS 21229.  Genome Informatics: How Cells Reorganize Genomes. 
BIOS 21236.  Genetics of Model Organisms. 
BIOS 21237.  Developmental Mechanisms. 
BIOS 21238.  Cell Biology II. 
"BIOS 21249.  Organization, Expression, and Transmission of Genome Information. "
BIOS 21306.  Human Genetics and Evolution. 
BIOS 21317.  Topics in Biological Chemistry. 
BIOS 21328.  Biophysics of Biomolecules. 
BIOS 21349.  Protein Structure and Functions in Medicine. 
BIOS 21356.  Vertebrate Development. 
"BIOS 21358.  Simulation, Modeling, and Computation in Biophysics. "
BIOS 21360.  Advanced Molecular Biology. 
BIOS 21407.  Image Processing in Biology. 
BIOS 21415.  Stem Cells in Development and Diseases. 
BIOS 21416.  Stem Cells and Regeneration. 
BIOS 21417.  Systems Biology:  Molecular Regulatory Logic of Networks. 
BIOS 21418.  Historical and Conceptual Foundations of DevoEvo. 
BIOS 21506.  Biological Physics. 
BIOS 21507.  The Engineering and Biology of Tissue Repair. 
BIOS 22226.  Human Developmental Biology. 
BIOS 22233.  Comparative Vertebrate Anatomy. 
BIOS 22236.  Reproductive Biology of Primates. 
BIOS 22245.  Biomechanics: How Life Works. 
BIOS 22249.  Principles of Toxicology. 
BIOS 22250.  Chordates:  Evolution and Comparative Anatomy. 
BIOS 22260.  Vertebrate Structure and Function. 
BIOS 22265.  Human Origins: Milestones in Human Evolution and the Fossil Record. 
BIOS 22306.  Evolution and Development. 
BIOS 23100.  Dinosaur Science. 
BIOS 23232.  Ecology and Evolution in the Southwest. 
BIOS 23233.  Ecology and Evolution in the Southwest:Field School. 
BIOS 23242.  Primate Evolution and the Roots of Human Biology. 
BIOS 23247.  Bioarchaeology and the Human Skeleton. 
BIOS 23249.  Animal Behavior. 
BIOS 23252.  Field Ecology. 
BIOS 23254.  Mammalian Ecology. 
BIOS 23258.  Molecular Evolution I: Fundamentals and Principles. 
BIOS 23261.  Invertebrate Paleobiology and Evolution. 
BIOS 23262.  Mammalian Evolutionary Biology. 
BIOS 23266.  Evolutionary Adaptation. 
BIOS 23289.  Marine Ecology. 
BIOS 23299.  Plant Development and Molecular Genetics. 
BIOS 23365.  Evolutionary and Genomic Medicine I. 
BIOS 23404.  Reconstructing the Tree of Life: An Introduction to Phylogenetics. 
BIOS 23406.  Biogeography. 
BIOS 23409.  The Ecology and Evolution of Infectious Diseases. 
"BIOS 23410.  Complex Interactions:  Coevolution, Parasites, Mutualists, and Cheaters. "
BIOS 24110.  Fundamental Neuroscience. 
BIOS 24120.  Cellular Neuroscience. 
BIOS 24130.  Systems Neuroscience. 
BIOS 24131.  Molecular Neuroscience. 
BIOS 24208.  Survey of Systems Neuroscience. 
BIOS 24217.  Conquest of Pain. 
BIOS 24231.  Methods in Computational Neuroscience. 
BIOS 24232.  Computational Approaches to Cognitive Neuroscience. 
BIOS 24248.  Biological Clocks and Behavior. 
BIOS 24408.  Modeling and Signal Analysis for Neuroscientists. 
BIOS 25108.  Cancer Biology. 
BIOS 25109.  Topics in Reproduction and Cancer. 
BIOS 25126.  Animal Models of Human Disease. 
BIOS 25206.  Fundamentals of Bacterial Physiology. 
BIOS 25216.  Molecular Basis of Bacterial Disease. 
BIOS 25226.  Endocrinology I: Cell Signaling. 
BIOS 25227.  Endocrinology II: Systems and Physiology. 
BIOS 25228.  Endocrinology III: Human Disease. 
BIOS 25256.  Immunobiology. 
BIOS 25258.  Immunopathology. 
BIOS 25260.  Host Pathogen Interactions. 
BIOS 25266.  Molecular Immunology. 
BIOS 25267.  Mucosal Immunology. 
BIOS 25287.  Introduction to Virology. 
BIOS 25308.  Heterogeneity in Human Cancer: Etiology and Treatment. 
BIOS 25326.  Tumor Microenvironment and Metastasis. 
BIOS 25327.  Health Disparities in Breast Cancer. 
BIOS 25407.  Organ Transplantation. 
BIOS 26120.  An Introduction to Bioinformatics and Proteomics. 
BIOS 26210.  Mathematical Methods for Biological Sciences I. 
BIOS 26211.  Mathematical Methods for Biological Sciences II. 
BIOS 26318.  Fundamentals of Biological Data Analysis. 
BIOS 27710.  Ecology - Marine Biological Laboratory. 
BIOS 27711.  Biogeochemical Analysis in Terrestrial and Aquatic Ecosystems  Marine Biological Laboratory. 
BIOS 27712.  Independent Undergraduate Research in Environmental Sciences  Marine Biological Laboratory. 
BIOS 27713.  Quantitative Environmental Analyses  Marine Biological Laboratory. 
BIOS 27714.  Methods in Microbial Ecology - Marine Biological Laboratory. 
BIOS 27715.  Roles of Animals in Ecosystems  Marine Biological Laboratory. 
BIOS 27720.  Microbiomes Across Environments. 
BIOS 27721.  Observing Proteins in Action: How to Design and Build Your Own Instruments. 
BIOS 27723.  Biodiversity and Genomics: Exploring the Marine Animal Diversity of Woods Hole Using Molecular Tools. 
BIOS 27810.  Epidemiology and Population Health:  Global Health Sciences I. 
BIOS 27811.  Global Health Sciences II: Microbiology. 
BIOS 28700.  Biodiagnostics and Biosensors. 
BIOS 28407.  Genomics and Systems Biology. 
BIOS 02280.  Drinking Alcohol: Social Problem or Normal Cultural Practice? 
BIOS 02490.  Biology and Sociology of AIDS. 
BIOS 29100.  Biology of Toxoplasma. 
BIOS 29265.  Evolution and Economics of Human Behavior. 
BIOS 29271.  The Psychology and Neurobiology of Stress. 
BIOS 29294.  Introduction to Global Health. 
BIOS 29300.  Biological Psychology. 
BIOS 29314.  Medical Ethics:  Central Topics. 
BIOS 29323.  Health Care and the Limits of State Action. 
BIOS 29326.  Introduction to Medical Physics and Medical Imaging. 
BIOS 29327.  Topics in Clinical Research. 
BIOS 29812.  Global Health Sciences III: Topics in Global Health. 
BIOS 00199.  Undergraduate Research. 
BIOS 00206.  Readings: Biology. 
BIOS 00296.  Undergraduate Honors Research. 
BIOS 00299.  Advanced Research: Biological Sciences. 
CHEM 00111.  Collaborative Learning in General Chemistry I. 
CHEM 00112.  Collaborative Learning in General Chemistry II. 
CHEM 00113.  Collaborative Learning in General Chemistry III. 
CHEM 00220.  Collaborative Learning in Organic Chemistry I. 
CHEM 00221.  Collaborative Learning in Organic Chemistry II. 
CHEM 00222.  Collaborative Learning in Organic Chemistry III. 
CHEM 10100.  Introductory General Chemistry I. 
CHEM 10200.  Introductory General Chemistry II. 
CHEM 11300.  Comprehensive General Chemistry III. 
CHEM 11100.  Comprehensive General Chemistry I. 
CHEM 11200.  Comprehensive General Chemistry II. 
CHEM 11300.  Comprehensive General Chemistry III. 
CHEM 12100.  Honors General Chemistry I. 
CHEM 12200.  Honors General Chemistry II. 
CHEM 12300.  Honors General Chemistry III. 
CHEM 20100.  Inorganic Chemistry I. 
CHEM 20200.  Inorganic Chemistry II. 
CHEM 22000.  Organic Chemistry I. 
CHEM 22100.  Organic Chemistry II. 
CHEM 22200.  Organic Chemistry III. 
CHEM 22700.  Advanced Organic/Inorganic Laboratory. 
CHEM 23300.  Intermediate Organic Chemistry. 
CHEM 26100.  Quantum Mechanics. 
CHEM 26200.  Thermodynamics. 
CHEM 26300.  Chemical Kinetics and Dynamics. 
CHEM 26700.  Experimental Physical Chemistry. 
CHEM 26800.  Computational Chemistry and Biology. 
CHEM 29600.  Research in Chemistry. 
CHEM 29900.  Advanced Research in Chemistry. 
CHEM 30100.  Advanced Inorganic Chemistry. 
CHEM 30200.  Synthesis and Physical Methods in Inorganic Chemistry. 
CHEM 30400.  Organometallic Chemistry. 
CHEM 30500.  Nanoscale Materials. 
CHEM 30600.  Chemistry Of The Elements and Materials. 
CHEM 30900.  Bioinorganic Chemistry. 
CHEM 32100.  Physical Organic Chemistry I. 
CHEM 32200.  Organic Synthesis and Structure. 
CHEM 32300.  Strategies and Tactics of Organic Synthesis. 
CHEM 32400.  Physical Organic Chemistry II. 
CHEM 32500.  Bioorganic Chemistry. 
CHEM 33000.  Complex Chemical Systems. 
CHEM 33100.  New Synthetic Reactions and Catalysts. 
CHEM 33200.  Chemical Biology I. 
CHEM 33300.  Chemical Biology II. 
CHEM 33500.  Chemistry of Enzyme Catalysis. 
CHEM 33600.  Biological Chemistry of Materials: Principles and Applications. 
"CHEM 33700.  RNA Structure, Function, and Biology. "
CHEM 33800.  Organotransition Metal Chemisty. 
CHEM 36100.  Wave Mechanics and Spectroscopy. 
CHEM 36200.  Quantum Mechanics. 
CHEM 36300.  Statistical Thermodynamics. 
CHEM 36400.  Advanced Statistical Mechanics. 
CHEM 36500.  Chemical Dynamics. 
CHEM 37100.  Advanced Spectroscopies. 
CHEM 37300.  Advanced Special Topics in Theory and  Computation. 
CHEM 38700.  Biophysical Chemistry. 
CHEM 39000.  Materials Chemistry I. 
CHEM 39100.  Materials Chemistry II. 
CMST 10100.  Introduction to Film Analysis. 
CMST 11000.  Film Academy At Chicago. 
CMST 14400.  Film and the Moving Image. 
CMST 14502.  Cinema and Poetry:  The Modern City. 
CMST 14519.  Global Melodrama. 
CMST 20400.  Problems in the Study of Gender and Sexuality: Media Wars. 
"CMST 20430.  Gender, Sexuality, Imagination. "
CMST 21004.  Afrofuturism. 
CMST 21200.  Politics of Film in Twentieth-Century American History. 
CMST 21703.  Weimar Cinema. 
CMST 21810.  Post-War American Avant-Garde. 
CMST 22235.  Revolutionary Romance in Socialist China. 
CMST 22507.  Cinema and the Holocaust. 
CMST 23406.  Contemporary French Cinema. 
CMST 23412.  Philippe Parreno's Media Temporalities. 
CMST 23500.  Pasolini. 
CMST 23805.  Opera in the Age of its Mechanical Reproducibility. 
CMST 23820.  Unsettling Encounters: Colonial Latin America in Film. 
CMST 23904.  Topics in Latin American Cinema and Media. 
CMST 23905.  Creative Thesis Workshop. 
CMST 23906.  Latin American Cinema: 1930 to the Present. 
CMST 23907.  Creative Thesis Workshop - Narrative. 
CMST 23908.  Creative Thesis Workshop - Non-Fiction. 
CMST 23930.  Documentary Production I. 
CMST 23931.  Documentary Production II. 
CMST 24107.  Bombay to Bollywood. 
CMST 24112.  Screening India: Bollywood and Beyond. 
CMST 24201.  Cinema in Africa. 
CMST 24400.  From Post-War to Post-Wall: A History of Polish Film. 
CMST 24414.  Soviet Science Fiction. 
CMST 24506.  Poetics of Visual Style in Postwar Eastern Europe. 
CMST 24521.  Film and Revolution. 
CMST 24530.  Cowboys and Tramps in Film and Literature. 
CMST 24531.  Cowboy Modernity. 
CMST 24550.  Central Asian Cinema. 
"CMST 24568.  The Underground: Alienation, Mobilization, Resistance. "
CMST 24603.  Topics in EALC: Ghosts & the Fantastic in Literature and Film. 
CMST 24606.  China's New Documentary Cinema. 
CMST 24913.  Making Sense of a Moving World: Japanese Cinema Through 1945. 
CMST 25100.  Avant-Garde in East Central Europe. 
CMST 25102.  Narratives Suspense in European/Russian Lit/Film. 
CMST 25514.  Symbolism and Cinema. 
CMST 25600.  Magic and the Cinema. 
CMST 25612.  Comics as Medium. 
CMST 25951.  American Television: From Broadcast Networks to the Internet. 
CMST 25953.  Transmedia Game. 
CMST 25954.  Alternate Reality Games:  Theory and Production. 
CMST 26200.  Brecht and Beyond. 
CMST 26303.  Chris Marker. 
CMST 26402.  Orson Welles. 
CMST 26403.  Post WWII American Mise en Scene Directors. 
CMST 26405.  D.W. Griffith. 
CMST 26500.  The Films of Alfred Hitchcock. 
CMST 26503.  Scandinavian Cinema in the Classic Period (1910-1960) 
CMST 26504.  Ingmar Bergman:  Cinema & Theater. 
CMST 26601.  The Soviet Visual Experience. 
CMST 26705.  Kieslowski:  The Decalogue. 
CMST 27005.  Filming the Police. 
CMST 27011.  Experimental Captures. 
CMST 27110.  Digital Cinema. 
CMST 27112.  Cinema and Movement. 
CMST 27201.  Zizek on Film. 
CMST 27205.  Film Aesthetics. 
CMST 27230.  Modern Film Theory. 
CMST 27700.  Advanced Photography. 
CMST 27800.  Theories of Media. 
"CMST 27803.  The Body of Cinema: Hypnoses, Emotions, Animalities. "
"CMST 27805.  Framing, Re-framing, and Un-framing Cinema. "
CMST 27810.  Cinema and New Media. 
CMST 27911.  Augmented Reality Production. 
"CMST 27915.  Introduction to Videogame Studies: Art, Play, and Society. "
CMST 27916.  Critical Videogame Studies. 
CMST 27920.  Virtual Reality Production. 
CMST 28006.  Minimalist Experiment in Film and Video. 
CMST 28010.  Sound / Image Mapping. 
CMST 28100.  Issues in Film Music. 
CMST 28118.  Listening to Movies. 
CMST 28310.  Kafka and Performance. 
CMST 28500.  History of International Cinema I: Silent Era. 
CMST 28600.  History of International Cinema II: Sound Era to 1960. 
"CMST 28700.  History of International Cinema, Part III: 1960 to Present. "
CMST 28810.  Advanced Study Theater:  Games & Performance. 
CMST 28921.  Introduction to 16mm Filmmaking. 
CMST 29002.  Motion Pictures in the Human Sciences. 
CMST 29300.  Aesthetics: Phil/Photo/Film. 
CMST 29700.  Reading and Research CMST. 
CMST 29800.  Senior Colloquium. 
CMST 29900.  B.A. Essay: CMST. 
CLCV 14113.  Introduction to Roman Art and Archaeology. 
CLCV 15000.  Myth and Its Critics. 
"CLCV 20118.  Changing, Resting, Living: Aristotle's Natural Philosophy. "
CLCV 20216.  Egypt in Late Antiquity. 
CLCV 20400.  Who Were the Greeks? 
CLCV 20700.  Anc Mediterr World-1: Greece. 
CLCV 20800.  Anc Mediterr World-2: Rome. 
CLCV 20900.  Ancient Mediterranean World III. 
"CLCV 21500.  Medieval Book: History, Typology, Function. "
CLCV 21700.  Archaeology for Anc Historians. 
"CLCV 21717.  Sophocles, Ajax. "
"CLCV 21718.  Socrates, Plato and Aristotle on Courage. "
CLCV 21807.  Greek Art and Archaeology. 
CLCV 21915.  The Present Past in Greece Since 1769. 
CLCV 22117.  Fate and Duty: European Tragedy from Aeschylus to Brecht. 
"CLCV 22216.  Italian Renaissance: Dante, Machiavelli, and the Wars of Popes and Kings. "
CLCV 22514.  Markets and Moral Economies. 
CLCV 22518.  Humor in Antiquity. 
CLCV 22700.  Ancient Philos/Hist Philos-1. 
CLCV 22718.  Sports and Leisure in the Ancient World. 
CLCV 22914.  The Italian Renaissance. 
CLCV 22917.  How to Build a Global Empire. 
CLCV 23400.  Boethius: Consolation of Philosophy. 
CLCV 23518.  Persia: The First World Empire. 
CLCV 23608.  Aristophanes' Athens. 
"CLCV 23712.  Aquinas:  On God, Being and Evil. "
CLCV 24017.  The Spartan Divergence. 
"CLCV 24116.  History of Skepticism, Pre-socratic Greece to Enlightenment. "
CLCV 24118.  Coptic Bible. 
CLCV 24309.  Byzantium and Islam. 
CLCV 24406.  War & Society in Graeco Roman World. 
CLCV 24818.  The Body and Embodiment in Ancient Greek Art. 
CLCV 24918.  Early Traveling Writing: Pausanias in Roman Greece. 
CLCV 25117.  Philo of Alexandria. 
CLCV 25218.  Mediterranean Islands: Odd and Insular Histories. 
CLCV 25417.  Censorship from the Inquisition to the Present. 
CLCV 25700.  Ancient Empires I. 
CLCV 25800.  Ancient Empires-II. 
CLCV 25900.  Ancient Empires-3. 
CLCV 25806.  The Epigraphy of the Greek World. 
CLCV 25818.  Stoic Ethics Through Roman Eyes. 
CLCV 26011.  Ancient Views of the Economy. 
CLCV 26017.  Gods and God in Imperial Asia Minor (1-300 CE) 
CLCV 26037.  Myth and Its Critics. 
CLCV 26216.  Pagans and Christians:  Greek Backgrounds to Early Christianity. 
CLCV 26517.  Ancient Greek Aesthetics. 
CLCV 26518.  Introduction to Women and Gender in the Ancient World. 
CLCV 26601.  The Ancient City:  The Greek World. 
CLCV 26618.  Cities and Urban Space in the Ancient World. 
CLCV 26916.  Aztecs and Romans: Antiquity in the Making of Modern Mexico. 
CLCV 27200.  Virgil:  The Aeneid in Translation. 
CLCV 27506.  Archaic Greece. 
CLCV 29110.  Ancient Myth. 
CLCV 29700.  Reading Course: Classical Civ. 
CLCV 29800.  BA Paper Seminar. 
GREK 10100.  Introduction to Attic Greek I. 
GREK 10200.  Introduction To Attic Greek II. 
GREK 10300.  Introduction to Attic Greek III: Prose. 
GREK 10123.  Summer Intensive Introductory Ancient Greek. 
GREK 20100.  Intermediate Greek I: Plato. 
GREK 20200.  Intermediate Greek II: Sophocles. 
GREK 20300.  Intermediate Greek III. 
